property_type,neighborhood,city,price,sq_m_built,n_bedrooms,bathrooms,floor,year_built,exterior,lift,terrace,balcony,second_hand,needs_renovating,parking,swimming_pool,garden,air_conditioning,heating,price_cheap_city,price_cheap_neigh,price_cheap_property,log_price,price_bin
Flat / apartment,Eixample,Barcelona,650000.0,120,3,2,0,1943.2987804878048,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,13.38472764187182,301k-1.5M
Flat / apartment,La Nova Esquerra de l'Eixample,Barcelona,280000.0,80,3,1,2,1952.533834586466,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,4.89200593409589,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,Other,Barcelona,319000.0,80,3,1,3,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.672946381766982,301k-1.5M
Flat / apartment,Other,Barcelona,390000.0,99,4,2,0,1958.7619047619048,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.873902018105827,301k-1.5M
Flat / apartment,Other,Barcelona,349000.0,77,2,1,1,2024.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.236339522546419,2.0306348219860992,12.762827201184564,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,196000.0,49,3,1,4,1965.5420560747664,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.185869938212656,81k-300k
Flat / apartment,El Clot,Barcelona,265000.0,77,2,2,0,1926.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.48748510496836,81k-300k
Flat / apartment,El Clot,Barcelona,128557.0,32,1,1,0,1981.255319148936,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,11.764127664731529,81k-300k
Flat / apartment,El Clot,Barcelona,330000.0,109,4,2,1,1982.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.706847933442663,301k-1.5M
Flat / apartment,El Clot,Barcelona,199650.0,32,1,1,4,1975.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.600285320043941,2.0306348219860992,12.204321112491368,81k-300k
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,650000.0,73,2,1,4,1920.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.38472764187182,301k-1.5M
Penthouse,Eixample,Barcelona,745000.0,101,2,2,5,1910.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,8.659348167488476,3.030579199328625,13.521139497361697,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,627000.0,104,4,3,2,1965.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.348701819615057,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,665000.0,107,4,2,4,1964.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.407542319637992,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,825000.0,121,3,2,3,1941.6016949152545,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.623138665316818,301k-1.5M
Flat / apartment,L'Antiga Esquerra de l'Eixample,Barcelona,570000.0,111,4,2,0,1941.6016949152545,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,7.297554020192702,2.0306348219860992,13.253391639810731,301k-1.5M
Flat / apartment,Eixample,Barcelona,320000.0,73,2,1,2,1943.2987804878048,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,8.659348167488476,2.0306348219860992,12.676076274775909,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,230000.0,66,2,1,1,1973.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.345834587905332,81k-300k
House,Sant Andreu,Barcelona,740000.0,184,4,3,0,1930.0,0,0,1,1,1,0,1,0,0,0,1,3.086356414343004,3.467960665868322,3.575666232791755,13.514405465180351,301k-1.5M
Flat / apartment,Sant Andreu,Barcelona,252000.0,60,3,1,1,1962.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,3.467960665868322,2.0306348219860992,12.43718436649356,81k-300k
Flat / apartment,Sant Antoni,Barcelona,300500.0,84,4,1,2,1900.0,0,0,0,1,1,0,0,0,0,0,0,3.086356414343004,5.0096552807905,2.0306348219860992,12.6132030329574,301k-1.5M
Flat / apartment,Sant Antoni,Barcelona,850000.0,374,2,4,1,1972.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.0096552807905,2.0306348219860992,13.652991628466498,301k-1.5M
Flat / apartment,Sant Antoni,Barcelona,450000.0,101,5,2,4,1970.0,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,Sant Antoni,Barcelona,250000.0,40,1,1,4,1940.59375,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,12.429216196844385,81k-300k
Flat / apartment,Sant Antoni,Barcelona,420000.0,110,4,2,2,1940.59375,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,5.0096552807905,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,El Putxet i el Farró,Barcelona,149000.0,40,1,1,0,1953.0,1,0,0,0,1,0,0,0,0,1,0,3.086356414343004,7.038456549395907,2.0306348219860992,11.911701584927595,81k-300k
Flat / apartment,Porta,Barcelona,269000.0,70,2,1,5,2003.0,1,1,1,1,1,0,1,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,12.502466658583977,81k-300k
Flat / apartment,Porta,Barcelona,79000.0,47,2,1,1,1970.2222222222224,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,11.27720313144916,0-80k
Flat / apartment,Porta,Barcelona,385000.0,76,3,1,3,1970.2222222222224,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,2.551998477815288,2.0306348219860992,12.86099861326992,301k-1.5M
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,279900.0,82,3,1,7,1970.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,10.797194759263723,2.0306348219860992,12.542187675503545,81k-300k
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,450000.0,75,2,1,6,2007.0,1,1,1,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263723,2.0306348219860992,13.017002861746503,301k-1.5M
Flat / apartment,Diagonal Mar i el Front Marítim del Poblenou,Barcelona,390000.0,80,2,1,1,2001.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.797194759263723,2.0306348219860992,12.873902018105827,301k-1.5M
Penthouse,Sants-Montjuïc,Barcelona,350000.0,80,2,1,0,1877.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.131782011092356,3.030579199328625,12.765688433465597,301k-1.5M
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,187000.0,60,3,1,3,1936.0,1,0,0,1,1,1,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992,12.138863895836725,81k-300k
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,240000.0,60,3,1,1,1890.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.341684391708173,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,El Poble Sec - Parc de Montjuïc,Barcelona,263000.0,102,4,1,10,1978.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.341684391708173,2.0306348219860992,12.479909311159902,81k-300k
Duplex,Vila de Gràcia,Barcelona,697000.0,147,3,3,0,1947.110294117647,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.866960588752642,13.45454068974266,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,379000.0,59,2,1,2,1928.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.845291484064564,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,420000.0,80,3,2,5,1965.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,320000.0,74,3,1,1,1976.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.676076274775909,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,685000.0,148,3,2,3,1947.110294117647,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.437174117244362,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,945000.0,197,3,2,4,1959.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.75894020647588,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,525000.0,68,2,1,2,1970.0,1,1,0,0,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.17115354157376,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,570000.0,107,3,2,3,1880.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.253391639810731,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,515000.0,88,4,1,0,1898.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.151922179645874,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,420000.0,92,3,2,5,1947.110294117647,0,0,0,0,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,12.948009990259552,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,529000.0,110,4,2,3,1980.0,1,1,0,1,1,1,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.178743710840436,301k-1.5M
Flat / apartment,Vila de Gràcia,Barcelona,995000.0,178,6,3,2,1947.110294117647,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,5.521576260280014,2.0306348219860992,13.81049801614073,301k-1.5M
Penthouse,Gràcia,Barcelona,600000.0,72,4,2,6,1957.2093023255811,1,1,1,0,1,1,0,0,0,0,1,3.086356414343004,6.362475886182783,3.030579199328625,13.304684934198283,301k-1.5M
Flat / apartment,Other,Barcelona,224759.0,78,2,2,2,2010.0,0,1,1,0,0,0,1,0,0,0,1,3.086356414343004,3.14334844465879,2.0306348219860992,12.32278399602599,81k-300k
Flat / apartment,Sarrià,Barcelona,900000.0,120,3,2,0,2001.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,11.79295978069118,2.0306348219860992,13.710150042306449,301k-1.5M
Flat / apartment,El Guinardó,Barcelona,379000.0,107,4,2,0,1959.0,1,0,0,1,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.845291484064564,301k-1.5M
Flat / apartment,El Guinardó,Barcelona,125000.0,35,1,1,0,1965.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,11.736069016284436,81k-300k
Flat / apartment,El Guinardó,Barcelona,200000.0,69,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,12.206072645530174,81k-300k
Flat / apartment,El Guinardó,Barcelona,280000.0,115,4,2,2,1951.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,El Guinardó,Barcelona,475000.0,102,3,3,2,2023.0,1,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.896805106931062,2.0306348219860992,13.071070083016778,301k-1.5M
Flat / apartment,Horta Guinardó,Barcelona,210000.0,75,3,1,0,1975.0,1,1,0,1,1,0,0,0,0,0,0,3.086356414343004,3.33959801513142,2.0306348219860992,12.254862809699606,81k-300k
Flat / apartment,El Guinardó,Barcelona,200000.0,69,3,1,1,1968.0,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.896805106931062,2.0306348219860992,12.206072645530174,81k-300k
Flat / apartment,El Guinardó,Barcelona,198000.0,65,3,1,2,1983.0841121495328,0,0,1,0,1,1,0,0,0,0,1,3.086356414343004,3.896805106931062,2.0306348219860992,12.196022309676671,81k-300k
Flat / apartment,Other,Barcelona,225000.0,104,4,2,7,1974.0,1,1,0,0,1,1,0,0,0,0,1,3.086356414343004,2.195563057632023,2.0306348219860992,12.323855681186558,81k-300k
Flat / apartment,Sant Martí,Barcelona,385000.0,213,4,2,0,1973.7735849056603,0,0,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.86099861326992,301k-1.5M
Flat / apartment,Sant Martí de Provençals,Barcelona,335000.0,106,4,1,4,1968.136363636364,1,1,1,1,1,0,0,0,0,0,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.721885810807205,301k-1.5M
Flat / apartment,Sant Martí de Provençals,Barcelona,249000.0,71,3,1,6,1967.0,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.425208175446844,81k-300k
Flat / apartment,Sant Martí,Barcelona,198000.0,74,3,1,1,1973.7735849056603,0,0,1,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.196022309676671,81k-300k
Flat / apartment,Sant Martí de Provençals,Barcelona,212000.0,68,2,1,1,1971.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.219918013021461,2.0306348219860992,12.26434155365415,81k-300k
Flat / apartment,Sant Martí,Barcelona,219000.0,68,3,1,2,1958.0,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,4.371079205477762,2.0306348219860992,12.29682700879864,81k-300k
Flat / apartment,Sants-Montjuïc,Barcelona,555000.0,120,3,2,0,1962.0681818181815,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,3.131782011092356,2.0306348219860992,13.226723392728571,301k-1.5M
Flat / apartment,La Marina del Port,Barcelona,410000.0,107,4,2,8,1986.0,1,1,0,1,1,0,1,0,0,0,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.92391243868049,301k-1.5M
Flat / apartment,La Marina del Port,Barcelona,520000.0,134,3,2,0,2011.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,2.8429967163130785,2.0306348219860992,13.16158409055761,301k-1.5M
Flat / apartment,La Marina del Port,Barcelona,240000.0,78,3,1,3,1977.3434343434344,1,1,0,0,1,0,0,0,0,0,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.388394202324127,81k-300k
Flat / apartment,Sants-Montjuïc,Barcelona,359000.0,106,3,2,6,1962.0681818181815,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.131782011092356,2.0306348219860992,12.791077667470416,301k-1.5M
Flat / apartment,La Marina del Port,Barcelona,197000.0,74,3,1,6,1977.3434343434344,1,1,0,0,1,0,0,0,0,0,0,3.086356414343004,2.8429967163130785,2.0306348219860992,12.190959007720126,81k-300k
Flat / apartment,La Marina del Port,Barcelona,225000.0,81,3,1,5,1977.3434343434344,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,2.8429967163130785,2.0306348219860992,12.323855681186558,81k-300k
Penthouse,Les Roquetes,Barcelona,110000.0,37,2,1,4,1960.0,1,0,0,0,1,0,0,0,0,1,1,3.086356414343004,1.3394292303307975,3.030579199328625,11.608235644774552,81k-300k
Flat / apartment,Les Roquetes,Barcelona,153000.0,70,3,1,0,1967.8048780487804,1,0,0,0,1,0,0,0,0,0,0,3.086356414343004,1.3394292303307975,2.0306348219860992,11.938193200374572,81k-300k
Flat / apartment,Nou Barris,Barcelona,174000.0,96,4,2,1,1971.581818181818,0,1,0,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.066810578196666,81k-300k
Flat / apartment,Nou Barris,Barcelona,175000.0,66,3,1,2,1964.0,1,0,1,1,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,12.072541252905651,81k-300k
Flat / apartment,Nou Barris,Barcelona,147000.0,65,3,1,3,1971.581818181818,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.827804765125539,2.0306348219860992,11.898187865760873,81k-300k
Flat / apartment,Les Roquetes,Barcelona,58650.0,66,2,1,0,1967.8048780487804,1,0,0,0,1,0,0,0,0,0,1,3.086356414343004,1.3394292303307975,2.0306348219860992,10.979342854081622,0-80k
Flat / apartment,Riu,Santa Coloma de Gramenet,195000.0,73,3,1,2,1970.0,1,1,0,0,1,0,0,0,0,1,0,1.0,2.1030772940587266,2.0306348219860992,12.180754837545884,81k-300k
House,Singuerlín,Santa Coloma de Gramenet,210000.0,84,3,1,2,1955.0,0,0,1,0,1,1,0,1,1,0,1,1.0,2.1279628647214857,4.819513954361332,12.254862809699606,81k-300k
Flat / apartment,Santa Rosa - Can Mariner,Santa Coloma de Gramenet,175000.0,95,4,1,1,1970.225,1,0,1,0,1,0,0,0,0,0,0,1.0,1.3753653318664094,2.0306348219860992,12.072541252905651,81k-300k
Duplex,Riu,Santa Coloma de Gramenet,317000.0,87,3,3,1,2005.0,1,1,0,1,1,0,1,0,0,1,1,1.0,2.1030772940587266,2.866960588752642,12.666657052859415,301k-1.5M
Penthouse,Santa Rosa - Can Mariner,Santa Coloma de Gramenet,169000.0,61,3,1,3,1969.0,1,0,1,0,1,0,0,0,0,1,1,1.0,1.3753653318664094,3.030579199328625,12.037653993905211,81k-300k
Flat / apartment,Riera Alta - Llatí,Santa Coloma de Gramenet,90000.0,70,3,1,1,1977.0,0,0,0,0,1,0,0,0,0,0,0,1.0,2.448547427494136,2.0306348219860992,11.407564949312402,81k-300k
Flat / apartment,Santa Rosa - Can Mariner,Santa Coloma de Gramenet,108000.0,55,3,1,0,1970.225,1,0,1,0,1,0,0,0,0,0,1,1.0,1.3753653318664094,2.0306348219860992,11.589886506106357,81k-300k
Penthouse,Santa Coloma de Gramenet,Santa Coloma de Gramenet,199500.0,100,3,1,4,1972.0,1,0,1,0,1,0,0,0,0,0,1,1.0,1.642414323340976,3.030579199328625,12.203569515312056,81k-300k
Flat / apartment,Riera Alta - Llatí,Santa Coloma de Gramenet,139000.0,69,3,1,0,1976.0,1,0,0,1,1,0,0,0,0,0,1,1.0,2.448547427494136,2.0306348219860992,11.842229212112828,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,140000.0,73,3,1,1,1974.9066666666668,1,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.84939770159144,81k-300k
Flat / apartment,Singuerlín,Santa Coloma de Gramenet,226000.0,75,3,2,1,2000.0,1,1,0,1,1,0,0,0,0,1,1,1.0,2.1279628647214857,2.0306348219860992,12.328290278254425,81k-300k
Flat / apartment,Riera Alta - Llatí,Santa Coloma de Gramenet,139000.0,69,3,1,2,1976.0,0,0,0,0,1,0,0,0,0,0,1,1.0,2.448547427494136,2.0306348219860992,11.842229212112828,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,96000.0,72,3,1,2,1974.9066666666668,0,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.472103470449971,81k-300k
Flat / apartment,Riera Alta - Llatí,Santa Coloma de Gramenet,249900.0,100,2,1,0,1977.7619047619048,1,0,1,0,1,0,0,0,0,1,1,1.0,2.448547427494136,2.0306348219860992,12.428816116823045,81k-300k
Flat / apartment,El Raval,Santa Coloma de Gramenet,98500.0,55,3,1,1,1973.0,1,0,0,1,1,1,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.49781182716018,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,177000.0,74,3,1,2,1975.0,1,0,0,1,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,12.083905011555968,81k-300k
Flat / apartment,Centre,Santa Coloma de Gramenet,235000.0,86,4,1,2,1970.0,1,1,0,1,1,0,0,0,0,1,0,1.0,3.140219810596927,2.0306348219860992,12.367340793126296,81k-300k
Flat / apartment,Fondo,Santa Coloma de Gramenet,92000.0,72,2,1,2,1970.8064516129032,1,0,0,0,1,1,0,0,0,0,1,1.0,1.404194598504943,2.0306348219860992,11.429543856031176,81k-300k
Flat / apartment,El Raval,Santa Coloma de Gramenet,63200.0,71,2,1,0,1973.0,0,0,0,0,1,0,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.054059580134949,0-80k
Flat / apartment,Fondo,Santa Coloma de Gramenet,95500.0,51,3,1,0,1974.0,0,0,0,0,1,0,0,0,0,0,1,1.0,1.404194598504943,2.0306348219860992,11.46688152646882,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,227500.0,66,3,1,2,1969.0,1,1,0,1,1,0,0,0,0,1,1,1.0,1.642414323340976,2.0306348219860992,12.334905517373144,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,110000.0,78,2,1,2,1974.9066666666668,0,0,1,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.608235644774552,81k-300k
Flat / apartment,Centre,Santa Coloma de Gramenet,280000.0,128,4,2,1,1974.1209677419356,1,0,1,1,1,1,0,0,0,0,0,1.0,3.140219810596927,2.0306348219860992,12.542544882151386,81k-300k
Flat / apartment,El Raval,Santa Coloma de Gramenet,140000.0,72,3,1,1,1911.8142857142857,1,0,1,0,1,0,0,0,0,0,1,1.0,3.0609000108096422,2.0306348219860992,11.84939770159144,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,126000.0,76,2,1,2,1969.0,1,0,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.744037185933616,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,108000.0,65,3,1,1,1974.9066666666668,0,1,0,0,1,0,0,0,0,0,1,1.0,1.642414323340976,2.0306348219860992,11.589886506106357,81k-300k
Flat / apartment,Santa Coloma de Gramenet,Santa Coloma de Gramenet,127500.0,51,2,1,0,1971.0,1,1,0,0,1,0,0,0,0,0,0,1.0,1.642414323340976,2.0306348219860992,11.755871643580615,81k-300k
Flat / apartment,La Font de la Guatlla,Barcelona,268000.0,65,2,1,3,1961.88,1,1,0,1,1,0,0,0,0,1,1,3.086356414343004,3.919654615941088,2.0306348219860992,12.498742259492994,81k-300k
Flat / apartment,La Font de la Guatlla,Barcelona,270000.0,80,3,1,4,1954.0,1,1,0,0,1,0,0,0,0,1,0,3.086356414343004,3.919654615941088,2.0306348219860992,12.506177237980513,81k-300k
Flat / apartment,La Font de la Guatlla,Barcelona,598750.0,120,5,2,5,1975.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,3.919654615941088,2.0306348219860992,13.302599427707262,301k-1.5M
Flat / apartment,La Font de la Guatlla,Barcelona,275000.0,80,3,2,4,1961.88,0,1,0,0,1,0,0,0,0,0,1,3.086356414343004,3.919654615941088,2.0306348219860992,12.524526376648708,81k-300k
Duplex,Vallvidrera - El Tibidabo i les Planes,Barcelona,560000.0,130,3,2,1,1970.0,1,1,1,0,1,0,1,0,0,0,1,3.086356414343004,11.346208650283886,2.866960588752642,13.235692062711331,301k-1.5M
Flat / apartment,Vallvidrera - El Tibidabo i les Planes,Barcelona,480000.0,160,3,2,0,1992.0,0,1,0,0,1,0,0,0,0,1,1,3.086356414343004,11.346208650283886,2.0306348219860992,13.081541382884074,301k-1.5M
Flat / apartment,Sant Gervasi - La Bonanova,Barcelona,930000.0,161,4,3,4,1976.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.742939865129438,301k-1.5M
Flat / apartment,Sant Gervasi - La Bonanova,Barcelona,890000.0,125,3,2,6,1973.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.698976741708323,301k-1.5M
Penthouse,Sarrià-Sant Gervasi,Barcelona,750000.0,103,2,2,7,1975.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,12.890812273932964,3.030579199328625,13.527828485512494,301k-1.5M
Flat / apartment,Sant Gervasi - La Bonanova,Barcelona,850000.0,137,4,2,1,1977.0,1,1,0,0,1,0,1,0,0,1,1,3.086356414343004,10.785396891509745,2.0306348219860992,13.652991628466498,301k-1.5M
Flat / apartment,Sarrià-Sant Gervasi,Barcelona,890000.0,160,4,3,1,1975.0,1,1,1,0,1,0,0,0,0,1,1,3.086356414343004,12.890812273932964,2.0306348219860992,13.698976741708323,301k-1.5M
Penthouse,Horta Guinardó,Barcelona,815000.0,101,3,2,1,2023.0,1,1,1,1,1,0,0,0,0,1,1,3.086356414343004,3.33959801513142,3.030579199328625,13.610943392223,301k-1.5M
Flat / apartment,Other,Barcelona,559000.0,87,3,2,1,1992.0,1,1,1,0,0,0,0,0,0,0,1,3.086356414343004,4.744875813841331,2.0306348219860992,13.233904752137237,301k-1.5M
Flat / apartment,Vilapicina i la Torre Llobeta,Barcelona,265000.0,83,4,1,1,1970.0,1,1,0,1,1,0,0,0,0,0,1,3.086356414343004,3.4190342416204484,2.0306348219860992,12.48748510496836,81k-300k
